"","TXNAME","GENEID"
"53678","LOC_Os10g08610.1","LOC_Os10g08610"
"53679","LOC_Os10g08620.1","LOC_Os10g08620"
"53680","LOC_Os10g08630.1","LOC_Os10g08630"
"53681","LOC_Os10g08640.1","LOC_Os10g08640"
"53682","LOC_Os10g08650.1","LOC_Os10g08650"
"53683","LOC_Os10g08660.1","LOC_Os10g08660"
"53684","LOC_Os10g08670.1","LOC_Os10g08670"
"53685","LOC_Os10g08680.1","LOC_Os10g08680"
"53686","LOC_Os10g08690.1","LOC_Os10g08690"
"53687","LOC_Os10g08696.1","LOC_Os10g08696"
"53688","LOC_Os10g08702.1","LOC_Os10g08702"
"53689","LOC_Os10g08710.1","LOC_Os10g08710"
"53690","LOC_Os10g08720.1","LOC_Os10g08720"
"53691","LOC_Os10g08730.1","LOC_Os10g08730"
"53692","LOC_Os10g08740.1","LOC_Os10g08740"
"53693","LOC_Os10g08750.1","LOC_Os10g08750"
"53694","LOC_Os10g08754.1","LOC_Os10g08754"
"53695","LOC_Os10g08760.1","LOC_Os10g08760"
"53696","LOC_Os10g08780.1","LOC_Os10g08780"
"53697","LOC_Os10g08790.1","LOC_Os10g08790"
"53698","LOC_Os10g08800.1","LOC_Os10g08800"
"53699","LOC_Os10g08810.1","LOC_Os10g08810"
"53700","LOC_Os10g08820.1","LOC_Os10g08820"
"53701","LOC_Os10g08830.1","LOC_Os10g08830"
"53702","LOC_Os10g08840.1","LOC_Os10g08840"
"53703","LOC_Os10g08840.2","LOC_Os10g08840"
"53704","LOC_Os10g08850.1","LOC_Os10g08850"
"53705","LOC_Os10g08879.1","LOC_Os10g08879"
"53706","LOC_Os10g08879.3","LOC_Os10g08879"
"53707","LOC_Os10g08879.2","LOC_Os10g08879"
"53708","LOC_Os10g08910.1","LOC_Os10g08910"
"53709","LOC_Os10g08920.1","LOC_Os10g08920"
"53710","LOC_Os10g08930.1","LOC_Os10g08930"
"53711","LOC_Os10g08940.1","LOC_Os10g08940"
"53712","LOC_Os10g08940.2","LOC_Os10g08940"
"53713","LOC_Os10g08950.1","LOC_Os10g08950"
"53714","LOC_Os10g08960.1","LOC_Os10g08960"
"53715","LOC_Os10g08970.1","LOC_Os10g08970"
"53716","LOC_Os10g08980.1","LOC_Os10g08980"
"53717","LOC_Os10g08990.1","LOC_Os10g08990"
"53718","LOC_Os10g09000.1","LOC_Os10g09000"
"53719","LOC_Os10g09020.1","LOC_Os10g09020"
"53720","LOC_Os10g09030.1","LOC_Os10g09030"
"53721","LOC_Os10g09040.1","LOC_Os10g09040"
"53722","LOC_Os10g09060.1","LOC_Os10g09060"
"53723","LOC_Os10g09070.1","LOC_Os10g09070"
"53724","LOC_Os10g09080.1","LOC_Os10g09080"
"53725","LOC_Os10g09090.1","LOC_Os10g09090"
"53726","LOC_Os10g09100.1","LOC_Os10g09100"
"53727","LOC_Os10g09110.1","LOC_Os10g09110"
"53728","LOC_Os10g09110.2","LOC_Os10g09110"
"53729","LOC_Os10g09130.1","LOC_Os10g09130"
"53730","LOC_Os10g09140.1","LOC_Os10g09140"
"53731","LOC_Os10g09150.1","LOC_Os10g09150"
"53732","LOC_Os10g09160.1","LOC_Os10g09160"
"53733","LOC_Os10g09170.1","LOC_Os10g09170"
"53734","LOC_Os10g09180.1","LOC_Os10g09180"
"53735","LOC_Os10g09190.1","LOC_Os10g09190"
"53736","LOC_Os10g09200.1","LOC_Os10g09200"
"53737","LOC_Os10g09210.1","LOC_Os10g09210"
"53738","LOC_Os10g09220.1","LOC_Os10g09220"
"53739","LOC_Os10g09240.1","LOC_Os10g09240"
"53740","LOC_Os10g09250.1","LOC_Os10g09250"
"53741","LOC_Os10g09260.1","LOC_Os10g09260"
"53742","LOC_Os10g09270.1","LOC_Os10g09270"
"53743","LOC_Os10g09280.1","LOC_Os10g09280"
"53744","LOC_Os10g09290.1","LOC_Os10g09290"
"53745","LOC_Os10g09300.1","LOC_Os10g09300"
"53746","LOC_Os10g09310.1","LOC_Os10g09310"
"53747","LOC_Os10g09320.1","LOC_Os10g09320"
"53748","LOC_Os10g09330.1","LOC_Os10g09330"
"53749","LOC_Os10g09340.1","LOC_Os10g09340"
"53750","LOC_Os10g09350.1","LOC_Os10g09350"
"53751","LOC_Os10g09360.1","LOC_Os10g09360"
"53752","LOC_Os10g09370.1","LOC_Os10g09370"
"53753","LOC_Os10g09380.1","LOC_Os10g09380"
"53754","LOC_Os10g09390.1","LOC_Os10g09390"
"53755","LOC_Os10g09400.1","LOC_Os10g09400"
"53756","LOC_Os10g09410.1","LOC_Os10g09410"
"53757","LOC_Os10g09430.1","LOC_Os10g09430"
"53758","LOC_Os10g09440.1","LOC_Os10g09440"
"53759","LOC_Os10g09450.1","LOC_Os10g09450"
"53760","LOC_Os10g09460.1","LOC_Os10g09460"
"53761","LOC_Os10g09470.1","LOC_Os10g09470"
"53762","LOC_Os10g09480.1","LOC_Os10g09480"
"53763","LOC_Os10g09490.1","LOC_Os10g09490"
"53764","LOC_Os10g09500.1","LOC_Os10g09500"
"53765","LOC_Os10g09510.1","LOC_Os10g09510"
"53766","LOC_Os10g09529.1","LOC_Os10g09529"
"53767","LOC_Os10g09550.1","LOC_Os10g09550"
"53768","LOC_Os10g09560.1","LOC_Os10g09560"
"53769","LOC_Os10g09570.1","LOC_Os10g09570"
"53770","LOC_Os10g09590.1","LOC_Os10g09590"
"53771","LOC_Os10g09600.1","LOC_Os10g09600"
"53772","LOC_Os10g09610.1","LOC_Os10g09610"
"53773","LOC_Os10g09620.1","LOC_Os10g09620"
"53774","LOC_Os10g09630.1","LOC_Os10g09630"
"53775","LOC_Os10g09640.1","LOC_Os10g09640"
"53776","LOC_Os10g09650.1","LOC_Os10g09650"
"53777","LOC_Os10g09660.1","LOC_Os10g09660"
"53778","LOC_Os10g09670.1","LOC_Os10g09670"
"53779","LOC_Os10g09680.1","LOC_Os10g09680"
"53780","LOC_Os10g09684.1","LOC_Os10g09684"
"53781","LOC_Os10g09690.1","LOC_Os10g09690"
"53782","LOC_Os10g09700.1","LOC_Os10g09700"
"53783","LOC_Os10g09710.1","LOC_Os10g09710"
"53784","LOC_Os10g09740.1","LOC_Os10g09740"
"53785","LOC_Os10g09750.1","LOC_Os10g09750"
"53786","LOC_Os10g09760.1","LOC_Os10g09760"
"53787","LOC_Os10g09770.1","LOC_Os10g09770"
"53788","LOC_Os10g09780.1","LOC_Os10g09780"
"53789","LOC_Os10g09790.1","LOC_Os10g09790"
"53790","LOC_Os10g09800.1","LOC_Os10g09800"
"53791","LOC_Os10g09810.1","LOC_Os10g09810"
"53792","LOC_Os10g09820.1","LOC_Os10g09820"
"53793","LOC_Os10g09830.1","LOC_Os10g09830"
"53794","LOC_Os10g09850.1","LOC_Os10g09850"
"53795","LOC_Os10g09860.1","LOC_Os10g09860"
"53796","LOC_Os10g09870.1","LOC_Os10g09870"
"53797","LOC_Os10g09870.2","LOC_Os10g09870"
"53798","LOC_Os10g09870.4","LOC_Os10g09870"
"53799","LOC_Os10g09870.3","LOC_Os10g09870"
"53800","LOC_Os10g09880.1","LOC_Os10g09880"
"53801","LOC_Os10g09890.1","LOC_Os10g09890"
"53802","LOC_Os10g09900.1","LOC_Os10g09900"
"53803","LOC_Os10g09910.1","LOC_Os10g09910"
"53804","LOC_Os10g09920.1","LOC_Os10g09920"
"53805","LOC_Os10g09930.1","LOC_Os10g09930"
"53806","LOC_Os10g09940.1","LOC_Os10g09940"
"53807","LOC_Os10g09950.1","LOC_Os10g09950"
"53808","LOC_Os10g09960.1","LOC_Os10g09960"
"53809","LOC_Os10g09970.1","LOC_Os10g09970"
"53810","LOC_Os10g09990.1","LOC_Os10g09990"
"53811","LOC_Os10g10000.1","LOC_Os10g10000"
"53812","LOC_Os10g10010.1","LOC_Os10g10010"
"53813","LOC_Os10g10020.1","LOC_Os10g10020"
"53814","LOC_Os10g10030.1","LOC_Os10g10030"
"53815","LOC_Os10g10040.1","LOC_Os10g10040"
"53816","LOC_Os10g10050.1","LOC_Os10g10050"
"53817","LOC_Os10g10060.1","LOC_Os10g10060"
"53818","LOC_Os10g10080.2","LOC_Os10g10080"
"53819","LOC_Os10g10080.1","LOC_Os10g10080"
"53820","LOC_Os10g10080.3","LOC_Os10g10080"
"53821","LOC_Os10g10090.1","LOC_Os10g10090"
"53822","LOC_Os10g10100.1","LOC_Os10g10100"
"53823","LOC_Os10g10110.1","LOC_Os10g10110"
"53824","LOC_Os10g10130.1","LOC_Os10g10130"
"53825","LOC_Os10g10130.4","LOC_Os10g10130"
"53826","LOC_Os10g10130.3","LOC_Os10g10130"
"53827","LOC_Os10g10130.2","LOC_Os10g10130"
"53828","LOC_Os10g10130.5","LOC_Os10g10130"
"53829","LOC_Os10g10140.1","LOC_Os10g10140"
"53830","LOC_Os10g10149.1","LOC_Os10g10149"
"53831","LOC_Os10g10160.1","LOC_Os10g10160"
"53832","LOC_Os10g10170.2","LOC_Os10g10170"
"53833","LOC_Os10g10170.4","LOC_Os10g10170"
"53834","LOC_Os10g10170.6","LOC_Os10g10170"
"53835","LOC_Os10g10170.1","LOC_Os10g10170"
"53836","LOC_Os10g10175.1","LOC_Os10g10175"
"53837","LOC_Os10g10180.1","LOC_Os10g10180"
"53838","LOC_Os10g10180.3","LOC_Os10g10180"
"53839","LOC_Os10g10190.1","LOC_Os10g10190"
"53840","LOC_Os10g10200.1","LOC_Os10g10200"
"53841","LOC_Os10g10214.1","LOC_Os10g10214"
"53842","LOC_Os10g10230.1","LOC_Os10g10230"
"53843","LOC_Os10g10244.1","LOC_Os10g10244"
"53844","LOC_Os10g10260.1","LOC_Os10g10260"
"53845","LOC_Os10g10270.1","LOC_Os10g10270"
"53846","LOC_Os10g10280.1","LOC_Os10g10280"
"53847","LOC_Os10g10290.1","LOC_Os10g10290"
"53848","LOC_Os10g10300.1","LOC_Os10g10300"
"53849","LOC_Os10g10310.1","LOC_Os10g10310"
"53850","LOC_Os10g10320.1","LOC_Os10g10320"
"53851","LOC_Os10g10334.1","LOC_Os10g10334"
"53852","LOC_Os10g10350.1","LOC_Os10g10350"
"53853","LOC_Os10g10360.1","LOC_Os10g10360"
"53854","LOC_Os10g10360.4","LOC_Os10g10360"
"53855","LOC_Os10g10360.3","LOC_Os10g10360"
"53856","LOC_Os10g10360.2","LOC_Os10g10360"
"53857","LOC_Os10g10370.1","LOC_Os10g10370"
"53858","LOC_Os10g10380.1","LOC_Os10g10380"
"53859","LOC_Os10g10390.1","LOC_Os10g10390"
"53860","LOC_Os10g10400.1","LOC_Os10g10400"
"53861","LOC_Os10g10410.1","LOC_Os10g10410"
"53862","LOC_Os10g10420.1","LOC_Os10g10420"
"53863","LOC_Os10g10434.1","LOC_Os10g10434"
"53864","LOC_Os10g10450.1","LOC_Os10g10450"
"53865","LOC_Os10g10460.1","LOC_Os10g10460"
"53866","LOC_Os10g10480.1","LOC_Os10g10480"
"53867","LOC_Os10g10490.1","LOC_Os10g10490"
"53868","LOC_Os10g10500.1","LOC_Os10g10500"
"53869","LOC_Os10g10510.1","LOC_Os10g10510"
"53870","LOC_Os10g10520.1","LOC_Os10g10520"
"53871","LOC_Os10g10530.1","LOC_Os10g10530"
"53872","LOC_Os10g10540.1","LOC_Os10g10540"
"53873","LOC_Os10g10550.1","LOC_Os10g10550"
"53874","LOC_Os10g10560.1","LOC_Os10g10560"
"53875","LOC_Os10g10570.1","LOC_Os10g10570"
"53876","LOC_Os10g10580.1","LOC_Os10g10580"
"53877","LOC_Os10g10590.1","LOC_Os10g10590"
"53878","LOC_Os10g10600.1","LOC_Os10g10600"
"53879","LOC_Os10g10610.1","LOC_Os10g10610"
"53880","LOC_Os10g10620.1","LOC_Os10g10620"
"53881","LOC_Os10g10630.1","LOC_Os10g10630"
"53882","LOC_Os10g10640.1","LOC_Os10g10640"
"53883","LOC_Os10g10650.1","LOC_Os10g10650"
"53884","LOC_Os10g10660.1","LOC_Os10g10660"
"53885","LOC_Os10g10664.1","LOC_Os10g10664"
"53886","LOC_Os10g10680.1","LOC_Os10g10680"
"53887","LOC_Os10g10700.1","LOC_Os10g10700"
"53888","LOC_Os10g10720.1","LOC_Os10g10720"
"53889","LOC_Os10g10724.1","LOC_Os10g10724"
"53890","LOC_Os10g10740.1","LOC_Os10g10740"
"53891","LOC_Os10g10744.1","LOC_Os10g10744"
"53892","LOC_Os10g10750.2","LOC_Os10g10750"
"53893","LOC_Os10g10750.1","LOC_Os10g10750"
"53894","LOC_Os10g10760.1","LOC_Os10g10760"
"53895","LOC_Os10g10770.1","LOC_Os10g10770"
"53896","LOC_Os10g10780.1","LOC_Os10g10780"
"53897","LOC_Os10g10794.1","LOC_Os10g10794"
"53898","LOC_Os10g10798.1","LOC_Os10g10798"
"53899","LOC_Os10g10810.1","LOC_Os10g10810"
"53900","LOC_Os10g10820.1","LOC_Os10g10820"
"53901","LOC_Os10g10830.1","LOC_Os10g10830"
"53902","LOC_Os10g10840.1","LOC_Os10g10840"
"53903","LOC_Os10g10860.1","LOC_Os10g10860"
"53904","LOC_Os10g10870.1","LOC_Os10g10870"
"53905","LOC_Os10g10880.1","LOC_Os10g10880"
"53906","LOC_Os10g10890.1","LOC_Os10g10890"
"53907","LOC_Os10g10904.1","LOC_Os10g10904"
"53908","LOC_Os10g10920.1","LOC_Os10g10920"
"53909","LOC_Os10g10929.1","LOC_Os10g10929"
"53910","LOC_Os10g10938.1","LOC_Os10g10938"
"53911","LOC_Os10g10950.1","LOC_Os10g10950"
"53912","LOC_Os10g10960.1","LOC_Os10g10960"
"53913","LOC_Os10g10970.1","LOC_Os10g10970"
"53914","LOC_Os10g10980.1","LOC_Os10g10980"
"53915","LOC_Os10g10990.1","LOC_Os10g10990"
"53916","LOC_Os10g10990.2","LOC_Os10g10990"
"53917","LOC_Os10g10990.3","LOC_Os10g10990"
"53918","LOC_Os10g11012.1","LOC_Os10g11012"
"53919","LOC_Os10g11022.1","LOC_Os10g11022"
"53920","LOC_Os10g11034.1","LOC_Os10g11034"
"53921","LOC_Os10g11060.1","LOC_Os10g11060"
"53922","LOC_Os10g11070.1","LOC_Os10g11070"
"53923","LOC_Os10g11080.1","LOC_Os10g11080"
"53924","LOC_Os10g11090.1","LOC_Os10g11090"
"53925","LOC_Os10g11100.1","LOC_Os10g11100"
"53926","LOC_Os10g11110.1","LOC_Os10g11110"
"53927","LOC_Os10g11120.1","LOC_Os10g11120"
"53928","LOC_Os10g11130.1","LOC_Os10g11130"
"53929","LOC_Os10g11140.1","LOC_Os10g11140"
"53930","LOC_Os10g11140.2","LOC_Os10g11140"
"53931","LOC_Os10g11150.1","LOC_Os10g11150"
"53932","LOC_Os10g11160.1","LOC_Os10g11160"
"53933","LOC_Os10g11170.1","LOC_Os10g11170"
"53934","LOC_Os10g11180.1","LOC_Os10g11180"
"53935","LOC_Os10g11190.1","LOC_Os10g11190"
"53936","LOC_Os10g11200.1","LOC_Os10g11200"
"53937","LOC_Os10g11210.1","LOC_Os10g11210"
"53938","LOC_Os10g11220.1","LOC_Os10g11220"
"53939","LOC_Os10g11230.1","LOC_Os10g11230"
"53940","LOC_Os10g11240.1","LOC_Os10g11240"
"53941","LOC_Os10g11250.1","LOC_Os10g11250"
"53942","LOC_Os10g11260.1","LOC_Os10g11260"
"53943","LOC_Os10g11260.2","LOC_Os10g11260"
"53944","LOC_Os10g11260.3","LOC_Os10g11260"
"53945","LOC_Os10g11260.4","LOC_Os10g11260"
"53946","LOC_Os10g11270.1","LOC_Os10g11270"
"53947","LOC_Os10g11280.1","LOC_Os10g11280"
"53948","LOC_Os10g11290.1","LOC_Os10g11290"
"53949","LOC_Os10g11310.1","LOC_Os10g11310"
"53950","LOC_Os10g11310.2","LOC_Os10g11310"
"53951","LOC_Os10g11310.3","LOC_Os10g11310"
"53952","LOC_Os10g11320.1","LOC_Os10g11320"
"53953","LOC_Os10g11330.1","LOC_Os10g11330"
"53954","LOC_Os10g11340.1","LOC_Os10g11340"
"53955","LOC_Os10g11354.1","LOC_Os10g11354"
"53956","LOC_Os10g11370.1","LOC_Os10g11370"
"53957","LOC_Os10g11384.1","LOC_Os10g11384"
"53958","LOC_Os10g11400.1","LOC_Os10g11400"
"53959","LOC_Os10g11420.1","LOC_Os10g11420"
"53960","LOC_Os10g11430.1","LOC_Os10g11430"
"53961","LOC_Os10g11454.1","LOC_Os10g11454"
"53962","LOC_Os10g11480.1","LOC_Os10g11480"
"53963","LOC_Os10g11500.1","LOC_Os10g11500"
"53964","LOC_Os10g11506.1","LOC_Os10g11506"
"53965","LOC_Os10g11512.1","LOC_Os10g11512"
"53966","LOC_Os10g11520.1","LOC_Os10g11520"
"53967","LOC_Os10g11530.1","LOC_Os10g11530"
"53968","LOC_Os10g11550.1","LOC_Os10g11550"
"53969","LOC_Os10g11560.1","LOC_Os10g11560"
"53970","LOC_Os10g11570.1","LOC_Os10g11570"
"53971","LOC_Os10g11580.1","LOC_Os10g11580"
"53972","LOC_Os10g11590.1","LOC_Os10g11590"
"53973","LOC_Os10g11600.1","LOC_Os10g11600"
"53974","LOC_Os10g11610.1","LOC_Os10g11610"
"53975","LOC_Os10g11630.1","LOC_Os10g11630"
"53976","LOC_Os10g11640.1","LOC_Os10g11640"
"53977","LOC_Os10g11650.1","LOC_Os10g11650"
"53978","LOC_Os10g11660.1","LOC_Os10g11660"
"53979","LOC_Os10g11666.1","LOC_Os10g11666"
"53980","LOC_Os10g11672.1","LOC_Os10g11672"
"53981","LOC_Os10g11680.1","LOC_Os10g11680"
"53982","LOC_Os10g11690.1","LOC_Os10g11690"
"53983","LOC_Os10g11696.1","LOC_Os10g11696"
"53984","LOC_Os10g11702.1","LOC_Os10g11702"
"53985","LOC_Os10g11710.1","LOC_Os10g11710"
"53986","LOC_Os10g11720.1","LOC_Os10g11720"
"53987","LOC_Os10g11730.1","LOC_Os10g11730"
"53988","LOC_Os10g11740.1","LOC_Os10g11740"
"53989","LOC_Os10g11750.1","LOC_Os10g11750"
"53990","LOC_Os10g11770.1","LOC_Os10g11770"
"53991","LOC_Os10g11794.1","LOC_Os10g11794"
"53992","LOC_Os10g11810.2","LOC_Os10g11810"
"53993","LOC_Os10g11810.3","LOC_Os10g11810"
"53994","LOC_Os10g11810.1","LOC_Os10g11810"
"53995","LOC_Os10g11820.1","LOC_Os10g11820"
"53996","LOC_Os10g11830.1","LOC_Os10g11830"
"53997","LOC_Os10g11844.1","LOC_Os10g11844"
"53998","LOC_Os10g11860.1","LOC_Os10g11860"
"53999","LOC_Os10g11870.1","LOC_Os10g11870"
"54000","LOC_Os10g11889.1","LOC_Os10g11889"
"54001","LOC_Os10g11889.2","LOC_Os10g11889"
"54002","LOC_Os10g11910.1","LOC_Os10g11910"
"54003","LOC_Os10g11920.1","LOC_Os10g11920"
"54004","LOC_Os10g11930.1","LOC_Os10g11930"
"54005","LOC_Os10g11940.1","LOC_Os10g11940"
"54006","LOC_Os10g11954.1","LOC_Os10g11954"
"54007","LOC_Os10g11970.1","LOC_Os10g11970"
"54008","LOC_Os10g11980.1","LOC_Os10g11980"
"54009","LOC_Os10g11990.1","LOC_Os10g11990"
"54010","LOC_Os10g12000.1","LOC_Os10g12000"
"54011","LOC_Os10g12010.1","LOC_Os10g12010"
"54012","LOC_Os10g12020.1","LOC_Os10g12020"
"54013","LOC_Os10g12030.1","LOC_Os10g12030"
"54014","LOC_Os10g12050.2","LOC_Os10g12050"
"54015","LOC_Os10g12050.1","LOC_Os10g12050"
"54016","LOC_Os10g12080.1","LOC_Os10g12080"
"54017","LOC_Os10g12090.1","LOC_Os10g12090"
"54018","LOC_Os10g12110.1","LOC_Os10g12110"
"54019","LOC_Os10g12120.1","LOC_Os10g12120"
"54020","LOC_Os10g12130.1","LOC_Os10g12130"
"54021","LOC_Os10g12140.1","LOC_Os10g12140"
"54022","LOC_Os10g12149.1","LOC_Os10g12149"
"54023","LOC_Os10g12160.1","LOC_Os10g12160"
"54024","LOC_Os10g12174.1","LOC_Os10g12174"
"54025","LOC_Os10g12190.1","LOC_Os10g12190"
"54026","LOC_Os10g12200.1","LOC_Os10g12200"
"54027","LOC_Os10g12220.1","LOC_Os10g12220"
"54028","LOC_Os10g12226.1","LOC_Os10g12226"
"54029","LOC_Os10g12232.1","LOC_Os10g12232"
"54030","LOC_Os10g12240.1","LOC_Os10g12240"
"54031","LOC_Os10g12260.1","LOC_Os10g12260"
"54032","LOC_Os10g12270.1","LOC_Os10g12270"
"54033","LOC_Os10g12280.1","LOC_Os10g12280"
"54034","LOC_Os10g12290.1","LOC_Os10g12290"
"54035","LOC_Os10g12300.1","LOC_Os10g12300"
"54036","LOC_Os10g12320.1","LOC_Os10g12320"
"54037","LOC_Os10g12330.1","LOC_Os10g12330"
"54038","LOC_Os10g12354.1","LOC_Os10g12354"
"54039","LOC_Os10g12354.2","LOC_Os10g12354"
"54040","LOC_Os10g12380.1","LOC_Os10g12380"
"54041","LOC_Os10g12390.1","LOC_Os10g12390"
"54042","LOC_Os10g12400.1","LOC_Os10g12400"
"54043","LOC_Os10g12410.1","LOC_Os10g12410"
"54044","LOC_Os10g12450.1","LOC_Os10g12450"
"54045","LOC_Os10g12460.1","LOC_Os10g12460"
"54046","LOC_Os10g12470.1","LOC_Os10g12470"
"54047","LOC_Os10g12480.1","LOC_Os10g12480"
"54048","LOC_Os10g12500.1","LOC_Os10g12500"
"54049","LOC_Os10g12520.1","LOC_Os10g12520"
"54050","LOC_Os10g12530.1","LOC_Os10g12530"
"54051","LOC_Os10g12539.1","LOC_Os10g12539"
"54052","LOC_Os10g12548.1","LOC_Os10g12548"
"54053","LOC_Os10g12560.1","LOC_Os10g12560"
"54054","LOC_Os10g12570.1","LOC_Os10g12570"
"54055","LOC_Os10g12580.1","LOC_Os10g12580"
"54056","LOC_Os10g12590.1","LOC_Os10g12590"
"54057","LOC_Os10g12610.1","LOC_Os10g12610"
"54058","LOC_Os10g12620.1","LOC_Os10g12620"
"54059","LOC_Os10g12630.1","LOC_Os10g12630"
"54060","LOC_Os10g12640.1","LOC_Os10g12640"
"54061","LOC_Os10g12650.1","LOC_Os10g12650"
"54062","LOC_Os10g12660.1","LOC_Os10g12660"
"54063","LOC_Os10g12670.1","LOC_Os10g12670"
"54064","LOC_Os10g12680.1","LOC_Os10g12680"
"54065","LOC_Os10g12690.1","LOC_Os10g12690"
"54066","LOC_Os10g12700.1","LOC_Os10g12700"
"54067","LOC_Os10g12710.1","LOC_Os10g12710"
"54068","LOC_Os10g12720.1","LOC_Os10g12720"
"54069","LOC_Os10g12730.1","LOC_Os10g12730"
"54070","LOC_Os10g12740.1","LOC_Os10g12740"
"54071","LOC_Os10g12750.1","LOC_Os10g12750"
"54072","LOC_Os10g12760.1","LOC_Os10g12760"
"54073","LOC_Os10g12770.1","LOC_Os10g12770"
"54074","LOC_Os10g12780.1","LOC_Os10g12780"
"54075","LOC_Os10g12790.1","LOC_Os10g12790"
"54076","LOC_Os10g12800.1","LOC_Os10g12800"
"54077","LOC_Os10g12804.1","LOC_Os10g12804"
"54078","LOC_Os10g12808.1","LOC_Os10g12808"
"54079","LOC_Os10g12812.1","LOC_Os10g12812"
"54080","LOC_Os10g12816.1","LOC_Os10g12816"
"54081","LOC_Os10g13300.1","LOC_Os10g13300"
"54082","LOC_Os10g13310.1","LOC_Os10g13310"
"54083","LOC_Os10g13320.1","LOC_Os10g13320"
"54084","LOC_Os10g13340.1","LOC_Os10g13340"
"54085","LOC_Os10g13350.1","LOC_Os10g13350"
"54086","LOC_Os10g13360.1","LOC_Os10g13360"
"54087","LOC_Os10g13370.1","LOC_Os10g13370"
"54088","LOC_Os10g13380.1","LOC_Os10g13380"
"54089","LOC_Os10g13390.1","LOC_Os10g13390"
"54090","LOC_Os10g13400.1","LOC_Os10g13400"
"54091","LOC_Os10g13410.1","LOC_Os10g13410"
"54092","LOC_Os10g13420.1","LOC_Os10g13420"
"54093","LOC_Os10g13430.1","LOC_Os10g13430"
"54094","LOC_Os10g13440.1","LOC_Os10g13440"
"54095","LOC_Os10g13450.1","LOC_Os10g13450"
"54096","LOC_Os10g13460.1","LOC_Os10g13460"
"54097","LOC_Os10g13470.1","LOC_Os10g13470"
"54098","LOC_Os10g13480.1","LOC_Os10g13480"
"54099","LOC_Os10g13490.1","LOC_Os10g13490"
"54100","LOC_Os10g13500.1","LOC_Os10g13500"
"54101","LOC_Os10g13505.1","LOC_Os10g13505"
"54102","LOC_Os10g13510.1","LOC_Os10g13510"
"54103","LOC_Os10g13530.1","LOC_Os10g13530"
"54104","LOC_Os10g13540.1","LOC_Os10g13540"
"54105","LOC_Os10g13550.3","LOC_Os10g13550"
"54106","LOC_Os10g13550.1","LOC_Os10g13550"
"54107","LOC_Os10g13550.2","LOC_Os10g13550"
"54108","LOC_Os10g13560.1","LOC_Os10g13560"
"54109","LOC_Os10g13570.1","LOC_Os10g13570"
"54110","LOC_Os10g13580.1","LOC_Os10g13580"
"54111","LOC_Os10g13590.1","LOC_Os10g13590"
"54112","LOC_Os10g13610.1","LOC_Os10g13610"
"54113","LOC_Os10g13620.1","LOC_Os10g13620"
"54114","LOC_Os10g13630.1","LOC_Os10g13630"
"54115","LOC_Os10g13630.3","LOC_Os10g13630"
"54116","LOC_Os10g13630.2","LOC_Os10g13630"
"54117","LOC_Os10g13650.1","LOC_Os10g13650"
"54118","LOC_Os10g13660.1","LOC_Os10g13660"
"54119","LOC_Os10g13670.1","LOC_Os10g13670"
"54120","LOC_Os10g13680.1","LOC_Os10g13680"
"54121","LOC_Os10g13690.1","LOC_Os10g13690"
"54122","LOC_Os10g13694.1","LOC_Os10g13694"
"54123","LOC_Os10g13694.3","LOC_Os10g13694"
"54124","LOC_Os10g13694.2","LOC_Os10g13694"
"54125","LOC_Os10g13700.2","LOC_Os10g13700"
"54126","LOC_Os10g13710.1","LOC_Os10g13710"
"54127","LOC_Os10g13730.1","LOC_Os10g13730"
"54128","LOC_Os10g13740.1","LOC_Os10g13740"
"54129","LOC_Os10g13760.1","LOC_Os10g13760"
"54130","LOC_Os10g13770.1","LOC_Os10g13770"
"54131","LOC_Os10g13780.1","LOC_Os10g13780"
"54132","LOC_Os10g13790.1","LOC_Os10g13790"
"54133","LOC_Os10g13800.2","LOC_Os10g13800"
"54134","LOC_Os10g13800.1","LOC_Os10g13800"
"54135","LOC_Os10g13810.1","LOC_Os10g13810"
"54136","LOC_Os10g13820.1","LOC_Os10g13820"
"54137","LOC_Os10g13830.1","LOC_Os10g13830"
"54138","LOC_Os10g13840.1","LOC_Os10g13840"
"54139","LOC_Os10g13850.1","LOC_Os10g13850"
"54140","LOC_Os10g13870.1","LOC_Os10g13870"
"54141","LOC_Os10g13880.1","LOC_Os10g13880"
"54142","LOC_Os10g13900.1","LOC_Os10g13900"
"54143","LOC_Os10g13914.1","LOC_Os10g13914"
"54144","LOC_Os10g13930.1","LOC_Os10g13930"
"54145","LOC_Os10g13940.1","LOC_Os10g13940"
"54146","LOC_Os10g13950.1","LOC_Os10g13950"
"54147","LOC_Os10g13960.1","LOC_Os10g13960"
"54148","LOC_Os10g13970.2","LOC_Os10g13970"
"54149","LOC_Os10g13970.1","LOC_Os10g13970"
"54150","LOC_Os10g13980.1","LOC_Os10g13980"
"54151","LOC_Os10g13990.1","LOC_Os10g13990"
"54152","LOC_Os10g14011.1","LOC_Os10g14011"
"54153","LOC_Os10g14020.2","LOC_Os10g14020"
"54154","LOC_Os10g14020.1","LOC_Os10g14020"
"54155","LOC_Os10g14030.1","LOC_Os10g14030"
"54156","LOC_Os10g14040.1","LOC_Os10g14040"
"54157","LOC_Os10g14050.1","LOC_Os10g14050"
"54158","LOC_Os10g14060.1","LOC_Os10g14060"
"54159","LOC_Os10g14070.1","LOC_Os10g14070"
